GROS BOVINS VIFS
COTATION GROS BOVINS VIFS SUR LES MARCHES DE REFERENCE
EN EURO
SEMAINE N° 38 DU 17/09/2025 AU 23/09/2025

EN EURO/KG NET;MARCHE 1;;;;;;;;;;;;;;;;;;MARCHE 2;;;;;;;;;;;;;;;;;;MARCHE 3;;;;;;;;;;;;;;;;;;MARCHE 4
GROUPE;VILLE;DATE;TENDANCE;EFF. BOVIN;VAR. EFF;INV;EFF. BF;EFF. GE;EFF. VA;EFF. TA;EFF. JB;CATEGORIE;TYPE RACIAL;CONFORMATION;PRIX MIN.;PRIX MAX.;PRIX MOY.;VAR.;VILLE;DATE;TENDANCE;EFF. BOVIN;VAR. EFF;INV;EFF. BF;EFF. GE;EFF. VA;EFF. TA;EFF. JB;CATEGORIE;TYPE RACIAL;CONFORMATION;PRIX MIN.;PRIX MAX.;PRIX MOY.;VAR.;VILLE;DATE;TENDANCE;EFF. BOVIN;VAR. EFF;INV;EFF. BF;EFF. GE;EFF. VA;EFF. TA;EFF. JB;CATEGORIE;TYPE RACIAL;CONFORMATION;PRIX MIN.;PRIX MAX.;PRIX MOY.;VAR.;VILLE;DATE;TENDANCE;EFF. BOVIN;VAR. EFF;INV;EFF. BF;EFF. GE;EFF. VA;EFF. TA;EFF. JB;CATEGORIE;TYPE RACIAL;CONFORMATION;PRIX MIN.;PRIX MAX.;PRIX MOY.;VAR.
2;ST-CHRISTOPHE-EN-BRIONNAIS;17/09/2025 00:00:00;;;;;;;;;;BOEUFS;VIANDES;E;;;;;FORGES LES EAUX;18/09/2025 00:00:00;;;;;;;;;;BOEUFS;VIANDES;E;;;;;LAISSAC;23/09/2025 00:00:00;;;;;;;;;;BOEUFS;VIANDES;E;;;;;LAMBALLE;23/09/2025 00:00:00;;;;;;;;;;BOEUFS;VIANDES;E;;;;
2;ST-CHRISTOPHE-EN-BRIONNAIS;17/09/2025 00:00:00;;;;;;;;;;BOEUFS;VIANDES;U;;;;;FORGES LES EAUX;18/09/2025 00:00:00;;;;;;;;;;BOEUFS;VIANDES;U;;;;;LAISSAC;23/09/2025 00:00:00;;;;;;;;;;BOEUFS;VIANDES;U;;;;;LAMBALLE;23/09/2025 00:00:00;;;;;;;;;;BOEUFS;VIANDES;U;;;;
2;ST-CHRISTOPHE-EN-BRIONNAIS;17/09/2025 00:00:00;;;;;;;;;;BOEUFS;VIANDES;R;;;;;FORGES LES EAUX;18/09/2025 00:00:00;;;;;;;;;;BOEUFS;VIANDES;R;;;;;LAISSAC;23/09/2025 00:00:00;;;;;;;;;;BOEUFS;VIANDES;R;;;;;LAMBALLE;23/09/2025 00:00:00;;;;;;;;;;BOEUFS;VIANDES;R;;;;
2;ST-CHRISTOPHE-EN-BRIONNAIS;17/09/2025 00:00:00;;;;;;;;;;BOEUFS;VIANDES;O;;;;;FORGES LES EAUX;18/09/2025 00:00:00;;;;;;;;;;BOEUFS;VIANDES;O;;;;;LAISSAC;23/09/2025 00:00:00;;;;;;;;;;BOEUFS;VIANDES;O;;;;;LAMBALLE;23/09/2025 00:00:00;;;;;;;;;;BOEUFS;VIANDES;O;;;;
2;ST-CHRISTOPHE-EN-BRIONNAIS;17/09/2025 00:00:00;;;;;;;;;;BOEUFS;MIXTE;R;;;;;FORGES LES EAUX;18/09/2025 00:00:00;;;;;;;;;;BOEUFS;MIXTE;R;;;;;LAISSAC;23/09/2025 00:00:00;;;;;;;;;;BOEUFS;MIXTE;R;;;;;LAMBALLE;23/09/2025 00:00:00;;;;;;;;;;BOEUFS;MIXTE;R;;;;
2;ST-CHRISTOPHE-EN-BRIONNAIS;17/09/2025 00:00:00;;;;;;;;;;BOEUFS;MIXTE;O;;;;;FORGES LES EAUX;18/09/2025 00:00:00;;;;;;;;;;BOEUFS;MIXTE;O;;;;;LAISSAC;23/09/2025 00:00:00;;;;;;;;;;BOEUFS;MIXTE;O;;;;;LAMBALLE;23/09/2025 00:00:00;;;;;;;;;;BOEUFS;MIXTE;O;;;;
2;ST-CHRISTOPHE-EN-BRIONNAIS;17/09/2025 00:00:00;;;;;;;;;;BOEUFS;LAIT;O;;;;;FORGES LES EAUX;18/09/2025 00:00:00;;;;;;;;;;BOEUFS;LAIT;O;;;;;LAISSAC;23/09/2025 00:00:00;;;;;;;;;;BOEUFS;LAIT;O;;;;;LAMBALLE;23/09/2025 00:00:00;;;;;;;;;;BOEUFS;LAIT;O;;;;
2;ST-CHRISTOPHE-EN-BRIONNAIS;17/09/2025 00:00:00;;;;;;;;;;BOEUFS;LAIT;P;;;;;FORGES LES EAUX;18/09/2025 00:00:00;;;;;;;;;;BOEUFS;LAIT;P;;;;;LAISSAC;23/09/2025 00:00:00;;;;;;;;;;BOEUFS;LAIT;P;;;;;LAMBALLE;23/09/2025 00:00:00;;;;;;;;;;BOEUFS;LAIT;P;;;;
2;ST-CHRISTOPHE-EN-BRIONNAIS;17/09/2025 00:00:00;;;;;;;;;;TAUREAUX;VML;URO;;;;;FORGES LES EAUX;18/09/2025 00:00:00;;;;;;;;;;TAUREAUX;VML;URO;;;;;LAISSAC;23/09/2025 00:00:00;;;;;;;;;;TAUREAUX;VML;URO;;;;;LAMBALLE;23/09/2025 00:00:00;;;;;;;;;;TAUREAUX;VML;URO;;;;
2;ST-CHRISTOPHE-EN-BRIONNAIS;17/09/2025 00:00:00;;;;;;;;;;JEUNES BOVINS;VIANDES;E;;;;;FORGES LES EAUX;18/09/2025 00:00:00;;;;;;;;;;JEUNES BOVINS;VIANDES;E;;;;;LAISSAC;23/09/2025 00:00:00;;;;;;;;;;JEUNES BOVINS;VIANDES;E;;;;;LAMBALLE;23/09/2025 00:00:00;;;;;;;;;;JEUNES BOVINS;VIANDES;E;;;;
2;ST-CHRISTOPHE-EN-BRIONNAIS;17/09/2025 00:00:00;;;;;;;;;;JEUNES BOVINS;VIANDES;U;;;;;FORGES LES EAUX;18/09/2025 00:00:00;;;;;;;;;;JEUNES BOVINS;VIANDES;U;;;;;LAISSAC;23/09/2025 00:00:00;;;;;;;;;;JEUNES BOVINS;VIANDES;U;;;;;LAMBALLE;23/09/2025 00:00:00;;;;;;;;;;JEUNES BOVINS;VIANDES;U;;;;
2;ST-CHRISTOPHE-EN-BRIONNAIS;17/09/2025 00:00:00;;;;;;;;;;JEUNES BOVINS;VIANDES;R;;;;;FORGES LES EAUX;18/09/2025 00:00:00;;;;;;;;;;JEUNES BOVINS;VIANDES;R;;;;;LAISSAC;23/09/2025 00:00:00;;;;;;;;;;JEUNES BOVINS;VIANDES;R;;;;;LAMBALLE;23/09/2025 00:00:00;;;;;;;;;;JEUNES BOVINS;VIANDES;R;;;;
2;ST-CHRISTOPHE-EN-BRIONNAIS;17/09/2025 00:00:00;;;;;;;;;;JEUNES BOVINS;JB BLONDS;E;;;;;FORGES LES EAUX;18/09/2025 00:00:00;;;;;;;;;;JEUNES BOVINS;JB BLONDS;E;;;;;LAISSAC;23/09/2025 00:00:00;;;;;;;;;;JEUNES BOVINS;JB BLONDS;E;;;;;LAMBALLE;23/09/2025 00:00:00;;;;;;;;;;JEUNES BOVINS;JB BLONDS;E;;;;
2;ST-CHRISTOPHE-EN-BRIONNAIS;17/09/2025 00:00:00;;;;;;;;;;JEUNES BOVINS;JB BLONDS;U;;;;;FORGES LES EAUX;18/09/2025 00:00:00;;;;;;;;;;JEUNES BOVINS;JB BLONDS;U;;;;;LAISSAC;23/09/2025 00:00:00;;;;;;;;;;JEUNES BOVINS;JB BLONDS;U;;;;;LAMBALLE;23/09/2025 00:00:00;;;;;;;;;;JEUNES BOVINS;JB BLONDS;U;;;;
2;ST-CHRISTOPHE-EN-BRIONNAIS;17/09/2025 00:00:00;;;;;;;;;;JEUNES BOVINS;MIXTE;R;;;;;FORGES LES EAUX;18/09/2025 00:00:00;;;;;;;;;;JEUNES BOVINS;MIXTE;R;;;;;LAISSAC;23/09/2025 00:00:00;;;;;;;;;;JEUNES BOVINS;MIXTE;R;;;;;LAMBALLE;23/09/2025 00:00:00;;;;;;;;;;JEUNES BOVINS;MIXTE;R;;;;
2;ST-CHRISTOPHE-EN-BRIONNAIS;17/09/2025 00:00:00;;;;;;;;;;JEUNES BOVINS;MIXTE;O;;;;;FORGES LES EAUX;18/09/2025 00:00:00;;;;;;;;;;JEUNES BOVINS;MIXTE;O;;;;;LAISSAC;23/09/2025 00:00:00;;;;;;;;;;JEUNES BOVINS;MIXTE;O;;;;;LAMBALLE;23/09/2025 00:00:00;;;;;;;;;;JEUNES BOVINS;MIXTE;O;;;;
2;ST-CHRISTOPHE-EN-BRIONNAIS;17/09/2025 00:00:00;;;;;;;;;;JEUNES BOVINS;LAIT;O;;;;;FORGES LES EAUX;18/09/2025 00:00:00;;;;;;;;;;JEUNES BOVINS;LAIT;O;;;;;LAISSAC;23/09/2025 00:00:00;;;;;;;;;;JEUNES BOVINS;LAIT;O;;;;;LAMBALLE;23/09/2025 00:00:00;;;;;;;;;;JEUNES BOVINS;LAIT;O;;;;
2;ST-CHRISTOPHE-EN-BRIONNAIS;17/09/2025 00:00:00;;;;;;;;;;JEUNES BOVINS;LAIT;P;;;;;FORGES LES EAUX;18/09/2025 00:00:00;;;;;;;;;;JEUNES BOVINS;LAIT;P;;;;;LAISSAC;23/09/2025 00:00:00;;;;;;;;;;JEUNES BOVINS;LAIT;P;;;;;LAMBALLE;23/09/2025 00:00:00;;;;;;;;;;JEUNES BOVINS;LAIT;P;;;;
3;LEZAY;23/09/2025 00:00:00;;;;;;;;;;VACHES;VIANDES;E;;;;;RETHEL;22/09/2025 00:00:00;;;;;;;;;;VACHES;VIANDES;E;;;;;;;;;;;;;;;;VACHES;VIANDES;E;;;;;;;;;;;;;;;;VACHES;VIANDES;E;;;;
3;LEZAY;23/09/2025 00:00:00;;;;;;;;;;VACHES;VIANDES;U;;;;;RETHEL;22/09/2025 00:00:00;;;;;;;;;;VACHES;VIANDES;U;;;;;;;;;;;;;;;;VACHES;VIANDES;U;;;;;;;;;;;;;;;;VACHES;VIANDES;U;;;;
3;LEZAY;23/09/2025 00:00:00;;;;;;;;;;VACHES;VIANDES;R;;;;;RETHEL;22/09/2025 00:00:00;;;;;;;;;;VACHES;VIANDES;R;;;;;;;;;;;;;;;;VACHES;VIANDES;R;;;;;;;;;;;;;;;;VACHES;VIANDES;R;;;;
3;LEZAY;23/09/2025 00:00:00;;;;;;;;;;VACHES;VIANDES;O;;;;;RETHEL;22/09/2025 00:00:00;;;;;;;;;;VACHES;VIANDES;O;;;;;;;;;;;;;;;;VACHES;VIANDES;O;;;;;;;;;;;;;;;;VACHES;VIANDES;O;;;;
3;LEZAY;23/09/2025 00:00:00;;;;;;;;;;VACHES;BLD -10A+350KG;E;;;;;RETHEL;22/09/2025 00:00:00;;;;;;;;;;VACHES;BLD -10A+350KG;E;;;;;;;;;;;;;;;;VACHES;BLD -10A+350KG;E;;;;;;;;;;;;;;;;VACHES;BLD -10A+350KG;E;;;;
3;LEZAY;23/09/2025 00:00:00;;;;;;;;;;VACHES;BLD -10A+350KG;U;;;;;RETHEL;22/09/2025 00:00:00;;;;;;;;;;VACHES;BLD -10A+350KG;U;;;;;;;;;;;;;;;;VACHES;BLD -10A+350KG;U;;;;;;;;;;;;;;;;VACHES;BLD -10A+350KG;U;;;;
3;LEZAY;23/09/2025 00:00:00;;;;;;;;;;VACHES;BLD -10A+350KG;R;;;;;RETHEL;22/09/2025 00:00:00;;;;;;;;;;VACHES;BLD -10A+350KG;R;;;;;;;;;;;;;;;;VACHES;BLD -10A+350KG;R;;;;;;;;;;;;;;;;VACHES;BLD -10A+350KG;R;;;;
3;LEZAY;23/09/2025 00:00:00;;;;;;;;;;VACHES;CHA -10A+350KG;U;;;;;RETHEL;22/09/2025 00:00:00;;;;;;;;;;VACHES;CHA -10A+350KG;U;;;;;;;;;;;;;;;;VACHES;CHA -10A+350KG;U;;;;;;;;;;;;;;;;VACHES;CHA -10A+350KG;U;;;;
3;LEZAY;23/09/2025 00:00:00;;;;;;;;;;VACHES;CHA -10A+350KG;R;;;;;RETHEL;22/09/2025 00:00:00;;;;;;;;;;VACHES;CHA -10A+350KG;R;;;;;;;;;;;;;;;;VACHES;CHA -10A+350KG;R;;;;;;;;;;;;;;;;VACHES;CHA -10A+350KG;R;;;;
3;LEZAY;23/09/2025 00:00:00;;;;;;;;;;VACHES;LIM -10A+350KG;U;;;;;RETHEL;22/09/2025 00:00:00;;;;;;;;;;VACHES;LIM -10A+350KG;U;;;;;;;;;;;;;;;;VACHES;LIM -10A+350KG;U;;;;;;;;;;;;;;;;VACHES;LIM -10A+350KG;U;;;;
3;LEZAY;23/09/2025 00:00:00;;;;;;;;;;VACHES;LIM -10A+350KG;R;;;;;RETHEL;22/09/2025 00:00:00;;;;;;;;;;VACHES;LIM -10A+350KG;R;;;;;;;;;;;;;;;;VACHES;LIM -10A+350KG;R;;;;;;;;;;;;;;;;VACHES;LIM -10A+350KG;R;;;;
3;LEZAY;23/09/2025 00:00:00;;;;;;;;;;VACHES;MIXTE;R;;;;;RETHEL;22/09/2025 00:00:00;;;;;;;;;;VACHES;MIXTE;R;;;;;;;;;;;;;;;;VACHES;MIXTE;R;;;;;;;;;;;;;;;;VACHES;MIXTE;R;;;;
3;LEZAY;23/09/2025 00:00:00;;;;;;;;;;VACHES;MIXTE;O;;;;;RETHEL;22/09/2025 00:00:00;;;;;;;;;;VACHES;MIXTE;O;;;;;;;;;;;;;;;;VACHES;MIXTE;O;;;;;;;;;;;;;;;;VACHES;MIXTE;O;;;;
3;LEZAY;23/09/2025 00:00:00;;;;;;;;;;VACHES;LAIT;O;;;;;RETHEL;22/09/2025 00:00:00;;;;;;;;;;VACHES;LAIT;O;;;;;;;;;;;;;;;;VACHES;LAIT;O;;;;;;;;;;;;;;;;VACHES;LAIT;O;;;;
3;LEZAY;23/09/2025 00:00:00;;;;;;;;;;VACHES;LAIT;P;;;;;RETHEL;22/09/2025 00:00:00;;;;;;;;;;VACHES;LAIT;P;;;;;;;;;;;;;;;;VACHES;LAIT;P;;;;;;;;;;;;;;;;VACHES;LAIT;P;;;;
3;LEZAY;23/09/2025 00:00:00;;;;;;;;;;GÉNISSES;VML;U;;;;;RETHEL;22/09/2025 00:00:00;;;;;;;;;;GÉNISSES;VML;U;;;;;;;;;;;;;;;;GÉNISSES;VML;U;;;;;;;;;;;;;;;;GÉNISSES;VML;U;;;;
3;LEZAY;23/09/2025 00:00:00;;;;;;;;;;GÉNISSES;VML;R;;;;;RETHEL;22/09/2025 00:00:00;;;;;;;;;;GÉNISSES;VML;R;;;;;;;;;;;;;;;;GÉNISSES;VML;R;;;;;;;;;;;;;;;;GÉNISSES;VML;R;;;;
3;LEZAY;23/09/2025 00:00:00;;;;;;;;;;GÉNISSES;VML;O;;;;;RETHEL;22/09/2025 00:00:00;;;;;;;;;;GÉNISSES;VML;O;;;;;;;;;;;;;;;;GÉNISSES;VML;O;;;;;;;;;;;;;;;;GÉNISSES;VML;O;;;;
3;LEZAY;23/09/2025 00:00:00;;;;;;;;;;GÉNISSES;VIA +350KG;E;;;;;RETHEL;22/09/2025 00:00:00;;;;;;;;;;GÉNISSES;VIA +350KG;E;;;;;;;;;;;;;;;;GÉNISSES;VIA +350KG;E;;;;;;;;;;;;;;;;GÉNISSES;VIA +350KG;E;;;;
3;LEZAY;23/09/2025 00:00:00;;;;;;;;;;GÉNISSES;VIA +350KG;U;;;;;RETHEL;22/09/2025 00:00:00;;;;;;;;;;GÉNISSES;VIA +350KG;U;;;;;;;;;;;;;;;;GÉNISSES;VIA +350KG;U;;;;;;;;;;;;;;;;GÉNISSES;VIA +350KG;U;;;;
3;LEZAY;23/09/2025 00:00:00;;;;;;;;;;GÉNISSES;VIA +350KG;R;;;;;RETHEL;22/09/2025 00:00:00;;;;;;;;;;GÉNISSES;VIA +350KG;R;;;;;;;;;;;;;;;;GÉNISSES;VIA +350KG;R;;;;;;;;;;;;;;;;GÉNISSES;VIA +350KG;R;;;;
3;LEZAY;23/09/2025 00:00:00;;;;;;;;;;BOEUFS;VIANDES;E;;;;;RETHEL;22/09/2025 00:00:00;;;;;;;;;;BOEUFS;VIANDES;E;;;;;;;;;;;;;;;;BOEUFS;VIANDES;E;;;;;;;;;;;;;;;;BOEUFS;VIANDES;E;;;;
3;LEZAY;23/09/2025 00:00:00;;;;;;;;;;BOEUFS;VIANDES;U;;;;;RETHEL;22/09/2025 00:00:00;;;;;;;;;;BOEUFS;VIANDES;U;;;;;;;;;;;;;;;;BOEUFS;VIANDES;U;;;;;;;;;;;;;;;;BOEUFS;VIANDES;U;;;;
3;LEZAY;23/09/2025 00:00:00;;;;;;;;;;BOEUFS;VIANDES;R;;;;;RETHEL;22/09/2025 00:00:00;;;;;;;;;;BOEUFS;VIANDES;R;;;;;;;;;;;;;;;;BOEUFS;VIANDES;R;;;;;;;;;;;;;;;;BOEUFS;VIANDES;R;;;;
3;LEZAY;23/09/2025 00:00:00;;;;;;;;;;BOEUFS;VIANDES;O;;;;;RETHEL;22/09/2025 00:00:00;;;;;;;;;;BOEUFS;VIANDES;O;;;;;;;;;;;;;;;;BOEUFS;VIANDES;O;;;;;;;;;;;;;;;;BOEUFS;VIANDES;O;;;;
3;LEZAY;23/09/2025 00:00:00;;;;;;;;;;BOEUFS;MIXTE;R;;;;;RETHEL;22/09/2025 00:00:00;;;;;;;;;;BOEUFS;MIXTE;R;;;;;;;;;;;;;;;;BOEUFS;MIXTE;R;;;;;;;;;;;;;;;;BOEUFS;MIXTE;R;;;;
3;LEZAY;23/09/2025 00:00:00;;;;;;;;;;BOEUFS;MIXTE;O;;;;;RETHEL;22/09/2025 00:00:00;;;;;;;;;;BOEUFS;MIXTE;O;;;;;;;;;;;;;;;;BOEUFS;MIXTE;O;;;;;;;;;;;;;;;;BOEUFS;MIXTE;O;;;;
3;LEZAY;23/09/2025 00:00:00;;;;;;;;;;BOEUFS;LAIT;O;;;;;RETHEL;22/09/2025 00:00:00;;;;;;;;;;BOEUFS;LAIT;O;;;;;;;;;;;;;;;;BOEUFS;LAIT;O;;;;;;;;;;;;;;;;BOEUFS;LAIT;O;;;;
3;LEZAY;23/09/2025 00:00:00;;;;;;;;;;BOEUFS;LAIT;P;;;;;RETHEL;22/09/2025 00:00:00;;;;;;;;;;BOEUFS;LAIT;P;;;;;;;;;;;;;;;;BOEUFS;LAIT;P;;;;;;;;;;;;;;;;BOEUFS;LAIT;P;;;;
3;LEZAY;23/09/2025 00:00:00;;;;;;;;;;TAUREAUX;VML;URO;;;;;RETHEL;22/09/2025 00:00:00;;;;;;;;;;TAUREAUX;VML;URO;;;;;;;;;;;;;;;;TAUREAUX;VML;URO;;;;;;;;;;;;;;;;TAUREAUX;VML;URO;;;;
3;LEZAY;23/09/2025 00:00:00;;;;;;;;;;JEUNES BOVINS;VIANDES;E;;;;;RETHEL;22/09/2025 00:00:00;;;;;;;;;;JEUNES BOVINS;VIANDES;E;;;;;;;;;;;;;;;;JEUNES BOVINS;VIANDES;E;;;;;;;;;;;;;;;;JEUNES BOVINS;VIANDES;E;;;;
3;LEZAY;23/09/2025 00:00:00;;;;;;;;;;JEUNES BOVINS;VIANDES;U;;;;;RETHEL;22/09/2025 00:00:00;;;;;;;;;;JEUNES BOVINS;VIANDES;U;;;;;;;;;;;;;;;;JEUNES BOVINS;VIANDES;U;;;;;;;;;;;;;;;;JEUNES BOVINS;VIANDES;U;;;;
3;LEZAY;23/09/2025 00:00:00;;;;;;;;;;JEUNES BOVINS;VIANDES;R;;;;;RETHEL;22/09/2025 00:00:00;;;;;;;;;;JEUNES BOVINS;VIANDES;R;;;;;;;;;;;;;;;;JEUNES BOVINS;VIANDES;R;;;;;;;;;;;;;;;;JEUNES BOVINS;VIANDES;R;;;;
3;LEZAY;23/09/2025 00:00:00;;;;;;;;;;JEUNES BOVINS;JB BLONDS;E;;;;;RETHEL;22/09/2025 00:00:00;;;;;;;;;;JEUNES BOVINS;JB BLONDS;E;;;;;;;;;;;;;;;;JEUNES BOVINS;JB BLONDS;E;;;;;;;;;;;;;;;;JEUNES BOVINS;JB BLONDS;E;;;;
3;LEZAY;23/09/2025 00:00:00;;;;;;;;;;JEUNES BOVINS;JB BLONDS;U;;;;;RETHEL;22/09/2025 00:00:00;;;;;;;;;;JEUNES BOVINS;JB BLONDS;U;;;;;;;;;;;;;;;;JEUNES BOVINS;JB BLONDS;U;;;;;;;;;;;;;;;;JEUNES BOVINS;JB BLONDS;U;;;;
3;LEZAY;23/09/2025 00:00:00;;;;;;;;;;JEUNES BOVINS;MIXTE;R;;;;;RETHEL;22/09/2025 00:00:00;;;;;;;;;;JEUNES BOVINS;MIXTE;R;;;;;;;;;;;;;;;;JEUNES BOVINS;MIXTE;R;;;;;;;;;;;;;;;;JEUNES BOVINS;MIXTE;R;;;;
3;LEZAY;23/09/2025 00:00:00;;;;;;;;;;JEUNES BOVINS;MIXTE;O;;;;;RETHEL;22/09/2025 00:00:00;;;;;;;;;;JEUNES BOVINS;MIXTE;O;;;;;;;;;;;;;;;;JEUNES BOVINS;MIXTE;O;;;;;;;;;;;;;;;;JEUNES BOVINS;MIXTE;O;;;;
3;LEZAY;23/09/2025 00:00:00;;;;;;;;;;JEUNES BOVINS;LAIT;O;;;;;RETHEL;22/09/2025 00:00:00;;;;;;;;;;JEUNES BOVINS;LAIT;O;;;;;;;;;;;;;;;;JEUNES BOVINS;LAIT;O;;;;;;;;;;;;;;;;JEUNES BOVINS;LAIT;O;;;;
3;LEZAY;23/09/2025 00:00:00;;;;;;;;;;JEUNES BOVINS;LAIT;P;;;;;RETHEL;22/09/2025 00:00:00;;;;;;;;;;JEUNES BOVINS;LAIT;P;;;;;;;;;;;;;;;;JEUNES BOVINS;LAIT;P;;;;;;;;;;;;;;;;JEUNES BOVINS;LAIT;P;;;;
